ix,iy,iz,zkey
-9,23,7,INCLUDED_OPEN
-9,24,-2,INCLUDED_OPEN
-9,24,-1,INCLUDED_OPEN
-9,24,0,INCLUDED_OPEN
-9,24,1,INCLUDED_OPEN
-9,24,2,INCLUDED_OPEN
-9,24,3,INCLUDED_OPEN
-9,24,4,INCLUDED_OPEN
-9,24,5,INCLUDED_OPEN
-9,24,6,INCLUDED_OPEN
-9,24,7,INCLUDED_OPEN
-9,25,0,INCLUDED_LOWDATA
-9,25,3,INCLUDED_OPEN
-9,25,4,INCLUDED_OPEN
-9,25,5,INCLUDED_OPEN
-9,25,6,INCLUDED_OPEN
-9,25,7,INCLUDED_OPEN
-9,26,3,INCLUDED_OPEN
-9,26,4,INCLUDED_OPEN
-9,26,5,INCLUDED_OPEN
-9,26,6,INCLUDED_OPEN
-9,26,7,INCLUDED_OPEN
-9,27,2,INCLUDED_LOWDATA
-9,27,3,INCLUDED_OPEN
-9,27,4,INCLUDED_OPEN
-9,27,5,INCLUDED_OPEN
-9,27,6,INCLUDED_OPEN
-9,27,7,INCLUDED_LOWDATA
-8,-28,4,INCLUDED_OPEN
-8,-28,5,INCLUDED_OPEN
-8,-28,6,INCLUDED_OPEN
-8,-28,7,INCLUDED_OPEN
-8,-28,8,INCLUDED_OPEN
-8,-28,9,INCLUDED_OPEN
-8,-28,10,INCLUDED_OPEN
-8,-28,11,INCLUDED_OPEN
-8,-28,12,INCLUDED_LOWDATA
-8,-27,4,INCLUDED_OPEN
-8,-27,5,INCLUDED_OPEN
-8,-27,6,INCLUDED_OPEN
-8,-27,7,INCLUDED_OPEN
-8,-27,8,INCLUDED_OPEN
-8,-27,9,INCLUDED_OPEN
-8,-27,10,INCLUDED_OPEN
-8,-27,11,INCLUDED_OPEN
-8,-27,12,INCLUDED_OPEN
-8,-27,13,INCLUDED_LOWDATA
-8,-26,4,INCLUDED_OPEN
-8,-26,5,INCLUDED_OPEN
-8,-26,6,INCLUDED_OPEN
-8,-26,7,INCLUDED_OPEN
-8,-26,8,INCLUDED_OPEN
-8,-26,9,INCLUDED_OPEN
-8,-26,10,INCLUDED_OPEN
-8,-26,11,INCLUDED_OPEN
-8,-26,12,constrained-misc
-8,-26,13,INCLUDED_OPEN
-8,-26,14,INCLUDED_LOWDATA
-8,-25,4,INCLUDED_OPEN
-8,-25,5,INCLUDED_OPEN
-8,-25,6,INCLUDED_OPEN
-8,-25,7,INCLUDED_OPEN
-8,-25,8,INCLUDED_OPEN
-8,-25,9,INCLUDED_OPEN
-8,-25,10,INCLUDED_OPEN
-8,-25,11,INCLUDED_OPEN
-8,-25,12,constrained-misc
-8,-25,13,constrained-misc
-8,-25,14,INCLUDED_OPEN
-8,-24,4,INCLUDED_OPEN
-8,-24,5,INCLUDED_OPEN
-8,-24,6,INCLUDED_OPEN
-8,-24,7,INCLUDED_OPEN
-8,-24,8,INCLUDED_OPEN
-8,-24,9,INCLUDED_OPEN
-8,-24,10,INCLUDED_OPEN
-8,-24,11,INCLUDED_OPEN
-8,-24,12,INCLUDED_OPEN
-8,-24,13,constrained-misc
-8,-24,14,INCLUDED_OPEN
-8,-23,4,INCLUDED_OPEN
-8,-23,5,INCLUDED_OPEN
-8,-23,6,INCLUDED_OPEN
-8,-23,7,INCLUDED_OPEN
-8,-23,8,INCLUDED_OPEN
-8,-23,9,INCLUDED_OPEN
-8,-23,10,INCLUDED_OPEN
-8,-23,11,INCLUDED_OPEN
-8,-23,12,INCLUDED_OPEN
-8,-23,13,constrained-misc
-8,-23,14,INCLUDED_OPEN
-8,-22,-1,INCLUDED_LOWDATA
-8,-22,4,INCLUDED_OPEN
-8,-22,5,INCLUDED_OPEN
-8,-22,6,INCLUDED_OPEN
-8,-22,7,INCLUDED_OPEN
-8,-22,8,INCLUDED_OPEN
-8,-22,9,INCLUDED_OPEN
-8,-22,10,INCLUDED_OPEN
-8,-22,11,INCLUDED_OPEN
-8,-22,12,INCLUDED_OPEN
-8,-22,13,constrained-misc
-8,-22,14,INCLUDED_OPEN
-8,-21,4,INCLUDED_OPEN
-8,-21,5,INCLUDED_OPEN
-8,-21,6,INCLUDED_OPEN
-8,-21,7,INCLUDED_OPEN
-8,-21,8,INCLUDED_OPEN
-8,-21,9,constrained-misc
-8,-21,10,INCLUDED_OPEN
-8,-21,11,INCLUDED_OPEN
-8,-21,12,INCLUDED_OPEN
-8,-21,13,INCLUDED_OPEN
-8,-21,14,INCLUDED_LOWDATA
-8,-20,-1,INCLUDED_LOWDATA
-8,-20,0,INCLUDED_LOWDATA
-8,-20,4,INCLUDED_OPEN
-8,-20,5,INCLUDED_OPEN
-8,-20,6,INCLUDED_OPEN
-8,-20,7,INCLUDED_OPEN
-8,-20,8,INCLUDED_OPEN
-8,-20,9,INCLUDED_OPEN
-8,-20,10,INCLUDED_OPEN
-8,-20,11,INCLUDED_OPEN
-8,-20,12,INCLUDED_OPEN
-8,-20,13,INCLUDED_OPEN
-8,-20,14,INCLUDED_LOWDATA
-8,-19,-2,INCLUDED_OPEN
-8,-19,-1,INCLUDED_OPEN
-8,-19,0,INCLUDED_OPEN
-8,-19,1,INCLUDED_OPEN
-8,-19,2,INCLUDED_OPEN
-8,-19,4,INCLUDED_OPEN
-8,-19,5,INCLUDED_OPEN
-8,-19,6,INCLUDED_OPEN
-8,-19,7,INCLUDED_OPEN
-8,-19,8,INCLUDED_OPEN
-8,-19,9,INCLUDED_OPEN
-8,-19,10,INCLUDED_OPEN
-8,-19,11,INCLUDED_OPEN
-8,-19,12,INCLUDED_OPEN
-8,-19,13,INCLUDED_LOWDATA
-8,-19,14,INCLUDED_LOWDATA
-8,-18,-2,INCLUDED_OPEN
-8,-18,-1,INCLUDED_OPEN
-8,-18,0,INCLUDED_OPEN
-8,-18,1,INCLUDED_OPEN
-8,-18,2,INCLUDED_OPEN
-8,-18,3,INCLUDED_LOWDATA
-8,-18,4,INCLUDED_OPEN
-8,-18,5,INCLUDED_OPEN
-8,-18,6,INCLUDED_OPEN
-8,-18,7,INCLUDED_OPEN
-8,-18,8,INCLUDED_OPEN
-8,-18,9,INCLUDED_OPEN
-8,-18,10,INCLUDED_OPEN
-8,-18,11,INCLUDED_OPEN
-8,-18,12,INCLUDED_OPEN
-8,-18,13,INCLUDED_LOWDATA
-8,-17,-2,INCLUDED_OPEN
-8,-17,-1,INCLUDED_OPEN
-8,-17,0,INCLUDED_OPEN
-8,-17,1,INCLUDED_OPEN
-8,-17,2,INCLUDED_OPEN
-8,-17,4,INCLUDED_OPEN
-8,-17,5,INCLUDED_OPEN
-8,-17,6,INCLUDED_OPEN
-8,-17,7,INCLUDED_OPEN
-8,-17,8,INCLUDED_OPEN
-8,-17,9,INCLUDED_OPEN
-8,-17,10,INCLUDED_OPEN
-8,-17,11,INCLUDED_OPEN
-8,-17,12,INCLUDED_LOWDATA
-8,-11,-1,INCLUDED_LOWDATA
-8,6,-1,INCLUDED_LOWDATA
-8,6,0,INCLUDED_LOWDATA
-8,6,1,INCLUDED_LOWDATA
-8,6,2,INCLUDED_LOWDATA
-8,7,-2,constrained-misc
-8,7,-1,INCLUDED_OPEN
-8,7,0,INCLUDED_OPEN
-8,7,1,INCLUDED_OPEN
-8,7,2,INCLUDED_OPEN
-8,7,3,INCLUDED_OPEN
-8,7,4,INCLUDED_OPEN
-8,7,5,INCLUDED_OPEN
-8,7,6,INCLUDED_OPEN
-8,7,7,INCLUDED_LOWDATA
-8,8,-2,INCLUDED_LOWDATA
-8,8,-1,INCLUDED_OPEN
-8,8,0,INCLUDED_OPEN
-8,8,1,INCLUDED_OPEN
-8,8,2,INCLUDED_OPEN
-8,8,3,INCLUDED_OPEN
-8,8,4,INCLUDED_OPEN
-8,8,5,INCLUDED_OPEN
-8,8,6,INCLUDED_OPEN
-8,8,7,INCLUDED_LOWDATA
-8,9,-2,INCLUDED_LOWDATA
-8,9,-1,INCLUDED_OPEN
-8,9,0,INCLUDED_OPEN
-8,9,1,INCLUDED_OPEN
-8,9,2,INCLUDED_OPEN
-8,9,3,INCLUDED_OPEN
-8,9,4,INCLUDED_OPEN
-8,9,5,INCLUDED_OPEN
-8,9,6,INCLUDED_OPEN
-8,9,7,INCLUDED_OPEN
-8,10,-1,INCLUDED_OPEN
-8,10,0,INCLUDED_OPEN
-8,10,1,INCLUDED_OPEN
-8,10,2,INCLUDED_OPEN
-8,10,3,INCLUDED_OPEN
-8,10,4,INCLUDED_OPEN
-8,10,5,INCLUDED_OPEN
-8,10,6,INCLUDED_OPEN
-8,10,7,INCLUDED_LOWDATA
-8,11,-2,INCLUDED_LOWDATA
-8,11,-1,INCLUDED_OPEN
-8,11,0,INCLUDED_OPEN
-8,11,1,INCLUDED_OPEN
-8,11,2,INCLUDED_OPEN
-8,11,3,INCLUDED_OPEN
-8,11,4,INCLUDED_OPEN
-8,11,5,INCLUDED_OPEN
-8,11,6,INCLUDED_OPEN
-8,11,7,INCLUDED_OPEN
-8,12,-2,INCLUDED_LOWDATA
-8,12,-1,INCLUDED_OPEN
-8,12,0,INCLUDED_OPEN
-8,12,1,INCLUDED_OPEN
-8,12,2,INCLUDED_OPEN
-8,12,3,INCLUDED_OPEN
-8,12,4,INCLUDED_OPEN
-8,12,5,INCLUDED_OPEN
-8,12,6,INCLUDED_OPEN
-8,12,7,INCLUDED_OPEN
-8,13,-2,constrained-misc
-8,13,-1,INCLUDED_OPEN
-8,13,0,INCLUDED_OPEN
-8,13,1,INCLUDED_OPEN
-8,13,2,INCLUDED_OPEN
-8,13,3,INCLUDED_OPEN
-8,13,4,INCLUDED_OPEN
-8,13,5,INCLUDED_OPEN
-8,13,6,INCLUDED_OPEN
-8,13,7,INCLUDED_OPEN
-8,14,-1,INCLUDED_OPEN
-8,14,0,INCLUDED_OPEN
-8,14,1,INCLUDED_OPEN
-8,14,2,INCLUDED_OPEN
-8,14,3,INCLUDED_OPEN
-8,14,4,INCLUDED_OPEN
-8,14,5,INCLUDED_OPEN
-8,14,6,INCLUDED_OPEN
-8,14,7,INCLUDED_OPEN
-8,15,-1,INCLUDED_OPEN
-8,15,0,INCLUDED_OPEN
-8,15,1,INCLUDED_OPEN
-8,15,2,INCLUDED_OPEN
-8,15,3,INCLUDED_OPEN
-8,15,4,INCLUDED_OPEN
-8,15,5,INCLUDED_OPEN
-8,15,6,INCLUDED_OPEN
-8,15,7,INCLUDED_OPEN
-8,16,-2,INCLUDED_LOWDATA
-8,16,-1,INCLUDED_OPEN
-8,16,0,INCLUDED_OPEN
-8,16,1,INCLUDED_OPEN
-8,16,2,INCLUDED_OPEN
-8,16,3,INCLUDED_OPEN
-8,16,4,INCLUDED_OPEN
-8,16,5,INCLUDED_OPEN
-8,16,6,INCLUDED_OPEN
-8,16,7,INCLUDED_OPEN
-8,17,-2,constrained-misc
-8,17,-1,INCLUDED_OPEN
-8,17,0,INCLUDED_OPEN
-8,17,1,INCLUDED_OPEN
-8,17,2,INCLUDED_OPEN
-8,17,3,INCLUDED_OPEN
-8,17,4,INCLUDED_OPEN
-8,17,5,INCLUDED_OPEN
-8,17,6,INCLUDED_OPEN
-8,17,7,INCLUDED_OPEN
-8,18,-2,INCLUDED_LOWDATA
-8,18,-1,INCLUDED_OPEN
-8,18,0,INCLUDED_OPEN
-8,18,1,INCLUDED_OPEN
-8,18,2,INCLUDED_OPEN
-8,18,3,INCLUDED_OPEN
-8,18,4,INCLUDED_OPEN
-8,18,5,INCLUDED_OPEN
-8,18,6,INCLUDED_OPEN
-8,18,7,INCLUDED_OPEN
-8,19,-1,INCLUDED_OPEN
-8,19,0,INCLUDED_OPEN
-8,19,1,INCLUDED_OPEN
-8,19,2,INCLUDED_OPEN
-8,19,3,INCLUDED_OPEN
-8,19,4,INCLUDED_OPEN
-8,19,5,INCLUDED_OPEN
-8,19,6,INCLUDED_OPEN
-8,19,7,INCLUDED_OPEN
-8,20,-2,INCLUDED_LOWDATA
-8,20,-1,INCLUDED_OPEN
-8,20,0,INCLUDED_OPEN
-8,20,1,INCLUDED_OPEN
-8,20,2,INCLUDED_OPEN
-8,20,3,INCLUDED_OPEN
-8,20,4,INCLUDED_OPEN
-8,20,5,INCLUDED_OPEN
-8,20,6,INCLUDED_OPEN
-8,20,7,INCLUDED_OPEN
-8,21,-2,INCLUDED_LOWDATA
-8,21,-1,INCLUDED_OPEN
-8,21,0,INCLUDED_OPEN
-8,21,1,INCLUDED_OPEN
-8,21,2,INCLUDED_OPEN
-8,21,3,INCLUDED_OPEN
-8,21,4,INCLUDED_OPEN
-8,21,5,INCLUDED_OPEN
-8,21,6,INCLUDED_OPEN
-8,21,7,INCLUDED_OPEN
-8,22,-2,INCLUDED_LOWDATA
-8,22,-1,INCLUDED_OPEN
-8,22,0,INCLUDED_OPEN
-8,22,1,INCLUDED_OPEN
-8,22,2,INCLUDED_OPEN
-8,22,3,INCLUDED_OPEN
-8,22,4,INCLUDED_OPEN
-8,22,5,INCLUDED_OPEN
-8,22,6,INCLUDED_OPEN
-8,22,7,INCLUDED_OPEN
-8,23,-2,INCLUDED_LOWDATA
-8,23,-1,INCLUDED_OPEN
-8,23,0,INCLUDED_OPEN
-8,23,1,INCLUDED_OPEN
-8,23,2,INCLUDED_OPEN
-8,23,3,INCLUDED_OPEN
-8,23,4,INCLUDED_OPEN
-8,23,5,INCLUDED_OPEN
-8,23,6,INCLUDED_OPEN
-8,23,7,INCLUDED_OPEN
-8,24,-2,INCLUDED_LOWDATA
-8,24,-1,INCLUDED_OPEN
-8,24,0,INCLUDED_OPEN
-8,24,1,INCLUDED_OPEN
-8,24,2,INCLUDED_OPEN
-8,24,3,INCLUDED_OPEN
-8,24,4,INCLUDED_OPEN
-8,24,5,INCLUDED_OPEN
-8,24,6,INCLUDED_OPEN
-8,24,7,INCLUDED_OPEN
-8,25,3,INCLUDED_OPEN
-8,25,4,INCLUDED_OPEN
-8,25,5,INCLUDED_OPEN
-8,25,6,INCLUDED_OPEN
-8,25,7,INCLUDED_OPEN
-8,26,3,INCLUDED_OPEN
-8,26,4,INCLUDED_OPEN
-8,26,5,INCLUDED_OPEN
-8,26,6,INCLUDED_OPEN
-8,26,7,INCLUDED_OPEN
-8,27,2,INCLUDED_LOWDATA
-8,27,3,INCLUDED_OPEN
-8,27,4,INCLUDED_OPEN
-8,27,5,INCLUDED_OPEN
-8,27,6,INCLUDED_OPEN
-8,27,7,INCLUDED_LOWDATA
-7,-28,-2,constrained-misc
-7,-28,-1,INCLUDED_OPEN
-7,-28,0,INCLUDED_OPEN
-7,-28,1,INCLUDED_OPEN
-7,-28,2,INCLUDED_OPEN
-7,-28,4,INCLUDED_OPEN
-7,-28,5,INCLUDED_OPEN
-7,-28,6,INCLUDED_OPEN
-7,-28,7,INCLUDED_OPEN
-7,-28,8,INCLUDED_OPEN
-7,-28,9,INCLUDED_OPEN
-7,-28,10,INCLUDED_OPEN
-7,-28,11,INCLUDED_OPEN
-7,-27,-2,INCLUDED_OPEN
-7,-27,-1,INCLUDED_OPEN
-7,-27,0,INCLUDED_OPEN
-7,-27,1,INCLUDED_OPEN
-7,-27,2,INCLUDED_OPEN
-7,-27,4,INCLUDED_OPEN
-7,-27,5,INCLUDED_OPEN
-7,-27,6,INCLUDED_OPEN
-7,-27,7,INCLUDED_OPEN
-7,-27,8,INCLUDED_OPEN
-7,-27,9,INCLUDED_OPEN
-7,-27,10,INCLUDED_OPEN
-7,-27,11,INCLUDED_OPEN
-7,-26,-2,INCLUDED_OPEN
-7,-26,-1,INCLUDED_OPEN
-7,-26,0,INCLUDED_OPEN
-7,-26,1,INCLUDED_OPEN
-7,-26,2,INCLUDED_OPEN
-7,-26,4,INCLUDED_OPEN
-7,-26,5,INCLUDED_OPEN
-7,-26,6,INCLUDED_OPEN
-7,-26,7,INCLUDED_OPEN
-7,-26,8,INCLUDED_OPEN
-7,-26,9,INCLUDED_OPEN
-7,-26,10,INCLUDED_OPEN
-7,-26,11,INCLUDED_OPEN
-7,-25,-2,INCLUDED_OPEN
-7,-25,-1,INCLUDED_OPEN
-7,-25,0,INCLUDED_OPEN
-7,-25,1,INCLUDED_OPEN
-7,-25,2,INCLUDED_OPEN
-7,-25,4,INCLUDED_OPEN
-7,-25,5,INCLUDED_OPEN
-7,-25,6,INCLUDED_OPEN
-7,-25,7,INCLUDED_OPEN
-7,-25,8,INCLUDED_OPEN
-7,-25,9,INCLUDED_OPEN
-7,-25,10,INCLUDED_OPEN
-7,-25,11,INCLUDED_OPEN
-7,-24,-2,INCLUDED_OPEN
-7,-24,-1,INCLUDED_OPEN
-7,-24,0,INCLUDED_OPEN
-7,-24,1,INCLUDED_OPEN
-7,-24,2,INCLUDED_OPEN
-7,-24,4,INCLUDED_OPEN
-7,-24,5,INCLUDED_OPEN
-7,-24,6,INCLUDED_OPEN
-7,-24,7,INCLUDED_OPEN
-7,-24,8,INCLUDED_OPEN
-7,-24,9,INCLUDED_OPEN
-7,-24,10,INCLUDED_OPEN
-7,-24,11,INCLUDED_OPEN
-7,-24,12,INCLUDED_LOWDATA
-7,-23,-2,INCLUDED_OPEN
-7,-23,-1,INCLUDED_OPEN
-7,-23,0,INCLUDED_OPEN
-7,-23,4,constrained-misc
-7,-23,5,INCLUDED_OPEN
-7,-23,6,INCLUDED_OPEN
-7,-23,7,INCLUDED_OPEN
-7,-23,8,constrained-misc
-7,-23,9,INCLUDED_OPEN
-7,-23,10,INCLUDED_OPEN
-7,-23,11,INCLUDED_OPEN
-7,-22,-2,INCLUDED_OPEN
-7,-22,-1,INCLUDED_OPEN
-7,-22,0,INCLUDED_OPEN
-7,-22,4,INCLUDED_OPEN
-7,-22,5,INCLUDED_OPEN
-7,-22,6,INCLUDED_OPEN
-7,-22,7,constrained-misc
-7,-22,8,INCLUDED_OPEN
-7,-22,9,INCLUDED_OPEN
-7,-22,10,INCLUDED_OPEN
-7,-22,11,INCLUDED_OPEN
-7,-22,12,INCLUDED_LOWDATA
-7,-21,-2,INCLUDED_OPEN
-7,-21,-1,INCLUDED_OPEN
-7,-21,0,INCLUDED_OPEN
-7,-21,1,INCLUDED_OPEN
-7,-21,2,INCLUDED_OPEN
-7,-21,3,INCLUDED_LOWDATA
-7,-21,4,constrained-misc
-7,-21,5,INCLUDED_OPEN
-7,-21,6,INCLUDED_OPEN
-7,-21,7,INCLUDED_OPEN
-7,-21,8,INCLUDED_OPEN
-7,-21,9,INCLUDED_OPEN
-7,-21,10,INCLUDED_OPEN
-7,-21,11,INCLUDED_OPEN
-7,-21,12,INCLUDED_LOWDATA
-7,-20,-2,INCLUDED_OPEN
-7,-20,-1,INCLUDED_OPEN
-7,-20,0,INCLUDED_OPEN
-7,-20,1,INCLUDED_OPEN
-7,-20,2,INCLUDED_OPEN
-7,-20,4,INCLUDED_OPEN
-7,-20,5,INCLUDED_OPEN
-7,-20,6,INCLUDED_OPEN
-7,-20,7,INCLUDED_OPEN
-7,-20,8,INCLUDED_OPEN
-7,-20,9,INCLUDED_OPEN
-7,-20,10,INCLUDED_OPEN
-7,-20,11,INCLUDED_OPEN
-7,-20,12,INCLUDED_LOWDATA
-7,-19,-2,INCLUDED_OPEN
-7,-19,-1,INCLUDED_OPEN
-7,-19,0,INCLUDED_OPEN
-7,-19,1,INCLUDED_OPEN
-7,-19,2,INCLUDED_OPEN
-7,-19,4,INCLUDED_OPEN
-7,-19,5,INCLUDED_OPEN
-7,-19,6,INCLUDED_OPEN
-7,-19,7,INCLUDED_OPEN
-7,-19,8,INCLUDED_OPEN
-7,-19,9,INCLUDED_OPEN
-7,-19,10,INCLUDED_OPEN
-7,-19,11,INCLUDED_OPEN
-7,-19,12,INCLUDED_LOWDATA
-7,-18,-2,INCLUDED_OPEN
-7,-18,-1,INCLUDED_OPEN
-7,-18,0,INCLUDED_OPEN
-7,-18,1,INCLUDED_OPEN
-7,-18,2,INCLUDED_OPEN
-7,-18,4,INCLUDED_OPEN
-7,-18,5,INCLUDED_OPEN
-7,-18,6,INCLUDED_OPEN
-7,-18,7,INCLUDED_OPEN
-7,-18,8,INCLUDED_OPEN
-7,-18,9,INCLUDED_OPEN
-7,-18,10,INCLUDED_OPEN
-7,-18,11,INCLUDED_OPEN
-7,-18,12,INCLUDED_LOWDATA
-7,-17,-2,INCLUDED_OPEN
-7,-17,-1,INCLUDED_OPEN
-7,-17,0,INCLUDED_OPEN
-7,-17,1,INCLUDED_OPEN
-7,-17,2,INCLUDED_OPEN
-7,-17,4,INCLUDED_OPEN
-7,-17,5,INCLUDED_OPEN
-7,-17,6,INCLUDED_OPEN
-7,-17,7,INCLUDED_OPEN
-7,-17,8,INCLUDED_OPEN
-7,-17,9,INCLUDED_OPEN
-7,-17,10,ratop
-7,-17,11,INCLUDED_OPEN
-7,-17,12,INCLUDED_LOWDATA
-7,-15,-5,constrained-misc
-7,-15,-4,constrained-misc
-7,-15,-3,INCLUDED_OPEN
-7,-15,-2,INCLUDED_OPEN
-7,-15,-1,INCLUDED_OPEN
-7,-15,0,INCLUDED_OPEN
-7,-15,1,constrained-misc
-7,-15,2,INCLUDED_OPEN
-7,-14,-5,INCLUDED_OPEN
-7,-14,-4,INCLUDED_OPEN
-7,-14,-3,INCLUDED_OPEN
-7,-14,-2,INCLUDED_OPEN
-7,-14,-1,INCLUDED_OPEN
-7,-14,0,INCLUDED_OPEN
-7,-14,1,constrained-misc
-7,-14,2,constrained-misc
-7,-13,-5,tele-sng-in
-7,-13,-4,INCLUDED_OPEN
-7,-13,-3,INCLUDED_OPEN
-7,-13,-2,INCLUDED_OPEN
-7,-13,-1,INCLUDED_OPEN
-7,-13,0,INCLUDED_OPEN
-7,-13,1,INCLUDED_OPEN
-7,-13,2,INCLUDED_OPEN
-7,-12,-5,INCLUDED_OPEN
-7,-12,-4,tele-sng-in
-7,-12,-3,INCLUDED_OPEN
-7,-12,-2,INCLUDED_OPEN
-7,-12,-1,INCLUDED_LOWDATA
-7,-11,-6,constrained-misc
-7,-11,-5,INCLUDED_OPEN
-7,-11,-4,INCLUDED_OPEN
-7,-11,-3,INCLUDED_OPEN
-7,-11,-2,INCLUDED_OPEN
-7,-11,-1,constrained-misc
-7,-10,-6,INCLUDED_OPEN
-7,-10,-5,INCLUDED_OPEN
-7,-10,-4,INCLUDED_OPEN
-7,-10,-3,INCLUDED_OPEN
-7,-10,-2,INCLUDED_OPEN
-7,-10,-1,INCLUDED_OPEN
-7,-9,-7,INCLUDED_OPEN
-7,-9,-6,INCLUDED_OPEN
-7,-9,-5,INCLUDED_OPEN
-7,-9,-4,INCLUDED_OPEN
-7,-9,-3,INCLUDED_OPEN
-7,-9,-2,INCLUDED_OPEN
-7,-9,-1,INCLUDED_OPEN
-7,-8,-7,INCLUDED_OPEN
-7,-8,-6,INCLUDED_OPEN
-7,-8,-5,INCLUDED_OPEN
-7,-8,-4,INCLUDED_OPEN
-7,-8,-3,INCLUDED_OPEN
-7,-8,-2,INCLUDED_OPEN
-7,-8,-1,INCLUDED_OPEN
-7,-7,-7,INCLUDED_OPEN
-7,-7,-6,INCLUDED_OPEN
-7,-7,-5,INCLUDED_OPEN
-7,-7,-4,INCLUDED_OPEN
-7,-7,-3,INCLUDED_OPEN
-7,-7,-2,INCLUDED_OPEN
-7,-7,-1,INCLUDED_OPEN
-7,-6,-7,INCLUDED_OPEN
-7,-6,-6,INCLUDED_OPEN
-7,-6,-5,INCLUDED_OPEN
-7,-6,-4,INCLUDED_OPEN
-7,-6,-3,INCLUDED_OPEN
-7,-6,-2,INCLUDED_OPEN
-7,-6,-1,INCLUDED_OPEN
-7,-5,-7,constrained-misc
-7,-5,-6,constrained-misc
-7,-5,-5,INCLUDED_OPEN
-7,-5,-4,INCLUDED_OPEN
-7,-5,-3,INCLUDED_OPEN
-7,-5,-2,INCLUDED_OPEN
-7,-5,-1,INCLUDED_OPEN
-7,7,-1,INCLUDED_LOWDATA
-7,7,0,INCLUDED_LOWDATA
-7,7,1,INCLUDED_LOWDATA
-7,7,3,INCLUDED_LOWDATA
-7,7,5,INCLUDED_LOWDATA
-7,8,-1,INCLUDED_OPEN
-7,8,0,INCLUDED_OPEN
-7,8,1,INCLUDED_OPEN
-7,8,2,INCLUDED_OPEN
-7,8,3,INCLUDED_OPEN
-7,8,4,INCLUDED_OPEN
-7,8,5,INCLUDED_OPEN
-7,8,6,INCLUDED_OPEN
-7,8,7,INCLUDED_LOWDATA
-7,9,-1,INCLUDED_OPEN
-7,9,0,INCLUDED_OPEN
-7,9,1,INCLUDED_OPEN
-7,9,2,INCLUDED_OPEN
-7,9,3,INCLUDED_OPEN
-7,9,4,INCLUDED_OPEN
-7,9,5,INCLUDED_OPEN
-7,9,6,INCLUDED_OPEN
-7,9,7,INCLUDED_OPEN
-7,10,-1,INCLUDED_OPEN
-7,10,0,INCLUDED_OPEN
-7,10,1,INCLUDED_OPEN
-7,10,2,INCLUDED_OPEN
-7,10,3,INCLUDED_OPEN
-7,10,4,INCLUDED_OPEN
-7,10,5,INCLUDED_OPEN
-7,10,6,INCLUDED_OPEN
-7,10,7,INCLUDED_LOWDATA
-7,11,-1,INCLUDED_OPEN
-7,11,0,INCLUDED_OPEN
-7,11,1,INCLUDED_OPEN
-7,11,2,INCLUDED_OPEN
-7,11,3,INCLUDED_OPEN
-7,11,4,INCLUDED_OPEN
-7,11,5,INCLUDED_OPEN
-7,11,6,INCLUDED_OPEN
-7,11,7,INCLUDED_OPEN
-7,12,-1,INCLUDED_OPEN
-7,12,0,INCLUDED_OPEN
-7,12,1,INCLUDED_OPEN
-7,12,2,INCLUDED_OPEN
-7,12,3,INCLUDED_OPEN
-7,12,4,INCLUDED_OPEN
-7,12,5,INCLUDED_OPEN
-7,12,6,INCLUDED_OPEN
-7,12,7,INCLUDED_OPEN
-7,13,-1,INCLUDED_OPEN
-7,13,0,INCLUDED_OPEN
-7,13,1,INCLUDED_OPEN
-7,13,2,INCLUDED_OPEN
-7,13,3,INCLUDED_OPEN
-7,13,4,INCLUDED_OPEN
-7,13,5,INCLUDED_OPEN
-7,13,6,INCLUDED_OPEN
-7,13,7,INCLUDED_OPEN
-7,14,-1,INCLUDED_OPEN
-7,14,0,INCLUDED_OPEN
-7,14,1,INCLUDED_OPEN
-7,14,2,INCLUDED_OPEN
-7,14,3,INCLUDED_OPEN
-7,14,4,INCLUDED_OPEN
-7,14,5,INCLUDED_OPEN
-7,14,6,INCLUDED_OPEN
-7,14,7,INCLUDED_OPEN
-7,15,-1,INCLUDED_OPEN
-7,15,0,INCLUDED_OPEN
-7,15,1,INCLUDED_OPEN
-7,15,2,INCLUDED_OPEN
-7,15,3,INCLUDED_OPEN
-7,15,4,INCLUDED_OPEN
-7,15,5,INCLUDED_OPEN
-7,15,6,INCLUDED_OPEN
-7,15,7,INCLUDED_OPEN
-7,16,-1,INCLUDED_OPEN
-7,16,0,INCLUDED_OPEN
-7,16,1,INCLUDED_OPEN
-7,16,2,INCLUDED_OPEN
-7,16,3,INCLUDED_OPEN
-7,16,4,INCLUDED_OPEN
-7,16,5,INCLUDED_OPEN
-7,16,6,INCLUDED_OPEN
-7,16,7,INCLUDED_OPEN
-7,17,-1,INCLUDED_OPEN
-7,17,0,INCLUDED_OPEN
-7,17,1,INCLUDED_OPEN
-7,17,2,INCLUDED_OPEN
-7,17,3,INCLUDED_OPEN
-7,17,4,INCLUDED_OPEN
-7,17,5,INCLUDED_OPEN
-7,17,6,INCLUDED_OPEN
-7,17,7,INCLUDED_OPEN
-7,18,-1,INCLUDED_OPEN
-7,18,0,INCLUDED_OPEN
-7,18,1,INCLUDED_OPEN
-7,18,2,INCLUDED_OPEN
-7,18,3,INCLUDED_OPEN
-7,18,4,INCLUDED_OPEN
-7,18,5,INCLUDED_OPEN
-7,18,6,INCLUDED_OPEN
