ix,iy,iz,zkey
-31,-10,-1,INCLUDED_LOWDATA
-31,-9,-1,INCLUDED_LOWDATA
-31,-8,-1,INCLUDED_LOWDATA
-31,-7,-1,INCLUDED_LOWDATA
-31,-6,-1,INCLUDED_LOWDATA
-31,-5,-1,INCLUDED_LOWDATA
-31,-4,-1,INCLUDED_LOWDATA
-31,-3,-1,INCLUDED_LOWDATA
-31,-2,-1,INCLUDED_LOWDATA
-31,-1,-2,INCLUDED_OPEN
-31,-1,-1,INCLUDED_OPEN
-31,-1,0,INCLUDED_OPEN
-31,-1,1,INCLUDED_OPEN
-31,-1,2,INCLUDED_OPEN
-31,-1,3,INCLUDED_OPEN
-31,-1,4,INCLUDED_OPEN
-31,-1,5,INCLUDED_OPEN
-31,-1,6,INCLUDED_OPEN
-31,-1,7,INCLUDED_LOWDATA
-31,0,-2,INCLUDED_OPEN
-31,0,-1,INCLUDED_OPEN
-31,0,0,INCLUDED_OPEN
-31,0,1,INCLUDED_OPEN
-31,0,2,INCLUDED_OPEN
-31,0,3,INCLUDED_OPEN
-31,0,4,INCLUDED_OPEN
-31,0,5,INCLUDED_OPEN
-31,0,6,INCLUDED_OPEN
-31,1,-2,constrained-misc
-31,1,-1,INCLUDED_OPEN
-31,1,0,INCLUDED_OPEN
-31,1,1,INCLUDED_OPEN
-31,1,2,INCLUDED_OPEN
-31,1,3,INCLUDED_OPEN
-31,1,4,INCLUDED_OPEN
-31,1,5,INCLUDED_OPEN
-31,1,6,INCLUDED_OPEN
-31,2,-1,INCLUDED_OPEN
-31,2,0,INCLUDED_OPEN
-31,2,1,INCLUDED_OPEN
-31,2,2,INCLUDED_OPEN
-31,2,3,INCLUDED_OPEN
-31,2,4,INCLUDED_OPEN
-31,2,5,INCLUDED_OPEN
-31,2,6,INCLUDED_OPEN
-31,3,-1,INCLUDED_OPEN
-31,3,0,INCLUDED_OPEN
-31,3,1,INCLUDED_OPEN
-31,3,2,INCLUDED_OPEN
-31,3,3,INCLUDED_OPEN
-31,3,4,INCLUDED_OPEN
-31,3,5,INCLUDED_OPEN
-31,3,6,INCLUDED_OPEN
-31,3,7,INCLUDED_LOWDATA
-31,4,0,INCLUDED_OPEN
-31,4,1,INCLUDED_OPEN
-31,4,2,INCLUDED_OPEN
-31,4,3,INCLUDED_OPEN
-31,4,4,INCLUDED_OPEN
-31,4,5,INCLUDED_OPEN
-31,4,6,INCLUDED_OPEN
-31,5,0,INCLUDED_OPEN
-31,5,1,INCLUDED_OPEN
-31,5,2,INCLUDED_OPEN
-31,5,3,INCLUDED_OPEN
-31,5,4,INCLUDED_OPEN
-31,5,5,INCLUDED_OPEN
-31,5,6,INCLUDED_OPEN
-31,5,7,INCLUDED_LOWDATA
-31,6,1,INCLUDED_OPEN
-31,6,2,INCLUDED_OPEN
-31,6,3,INCLUDED_OPEN
-31,6,4,INCLUDED_OPEN
-31,6,5,INCLUDED_OPEN
-31,6,6,INCLUDED_OPEN
-31,7,1,INCLUDED_OPEN
-31,7,2,INCLUDED_OPEN
-31,7,3,INCLUDED_OPEN
-31,7,4,INCLUDED_OPEN
-31,7,5,INCLUDED_OPEN
-31,7,6,INCLUDED_OPEN
-31,7,7,INCLUDED_LOWDATA
-31,8,2,INCLUDED_OPEN
-31,8,3,INCLUDED_OPEN
-31,8,4,INCLUDED_OPEN
-31,8,5,INCLUDED_OPEN
-31,8,6,INCLUDED_OPEN
-31,8,7,INCLUDED_LOWDATA
-31,9,2,INCLUDED_OPEN
-31,9,3,INCLUDED_OPEN
-31,9,4,INCLUDED_OPEN
-31,9,5,INCLUDED_OPEN
-31,9,6,INCLUDED_OPEN
-31,9,7,INCLUDED_LOWDATA
-31,10,3,INCLUDED_OPEN
-31,10,4,INCLUDED_OPEN
-31,10,5,INCLUDED_OPEN
-31,10,6,INCLUDED_OPEN
-31,10,7,INCLUDED_LOWDATA
-31,11,3,INCLUDED_OPEN
-31,11,4,INCLUDED_OPEN
-31,11,5,INCLUDED_OPEN
-31,11,6,INCLUDED_OPEN
-31,11,7,INCLUDED_LOWDATA
-31,12,3,INCLUDED_OPEN
-31,12,4,INCLUDED_OPEN
-31,12,5,INCLUDED_OPEN
-31,12,6,INCLUDED_OPEN
-31,13,3,INCLUDED_OPEN
-31,13,4,INCLUDED_OPEN
-31,13,5,INCLUDED_OPEN
-31,13,6,INCLUDED_OPEN
-31,13,7,INCLUDED_LOWDATA
-31,14,3,INCLUDED_OPEN
-31,14,4,INCLUDED_OPEN
-31,14,5,INCLUDED_OPEN
-31,14,6,INCLUDED_OPEN
-31,14,7,INCLUDED_LOWDATA
-31,15,3,INCLUDED_OPEN
-31,15,4,INCLUDED_OPEN
-31,15,5,INCLUDED_OPEN
-31,15,6,INCLUDED_OPEN
-31,16,3,INCLUDED_OPEN
-31,16,4,INCLUDED_OPEN
-31,16,5,INCLUDED_OPEN
-31,16,6,INCLUDED_OPEN
-31,16,7,INCLUDED_LOWDATA
-31,17,3,INCLUDED_OPEN
-31,17,4,INCLUDED_OPEN
-31,17,5,INCLUDED_OPEN
-31,17,6,INCLUDED_OPEN
-31,18,3,INCLUDED_OPEN
-31,18,4,INCLUDED_OPEN
-31,18,5,INCLUDED_OPEN
-31,18,6,INCLUDED_OPEN
-31,18,7,INCLUDED_LOWDATA
-31,19,3,INCLUDED_OPEN
-31,19,4,INCLUDED_OPEN
-31,19,5,INCLUDED_OPEN
-31,19,6,INCLUDED_OPEN
-31,19,7,INCLUDED_LOWDATA
-31,20,3,INCLUDED_OPEN
-31,20,4,INCLUDED_OPEN
-31,20,5,INCLUDED_OPEN
-31,20,6,INCLUDED_OPEN
-31,20,7,INCLUDED_LOWDATA
-31,21,3,INCLUDED_OPEN
-31,21,4,INCLUDED_OPEN
-31,21,5,INCLUDED_OPEN
-31,21,6,INCLUDED_OPEN
-31,21,7,INCLUDED_LOWDATA
-31,22,3,INCLUDED_OPEN
-31,22,4,INCLUDED_OPEN
-31,22,5,INCLUDED_OPEN
-31,22,6,INCLUDED_OPEN
-31,22,7,INCLUDED_LOWDATA
-31,23,3,INCLUDED_OPEN
-31,23,4,INCLUDED_OPEN
-31,23,5,INCLUDED_OPEN
-31,23,6,INCLUDED_OPEN
-31,23,7,INCLUDED_LOWDATA
-31,24,4,INCLUDED_LOWDATA
-30,-10,-9,INCLUDED_LOWDATA
-30,-10,-3,INCLUDED_LOWDATA
-30,-10,-2,INCLUDED_OPEN
-30,-10,-1,constrained-misc
-30,-10,0,INCLUDED_OPEN
-30,-10,1,INCLUDED_OPEN
-30,-10,2,INCLUDED_LOWDATA
-30,-9,-3,INCLUDED_LOWDATA
-30,-9,-2,INCLUDED_OPEN
-30,-9,-1,INCLUDED_OPEN
-30,-9,0,INCLUDED_OPEN
-30,-9,1,INCLUDED_OPEN
-30,-9,2,INCLUDED_LOWDATA
-30,-8,-3,INCLUDED_LOWDATA
-30,-8,-2,INCLUDED_OPEN
-30,-8,-1,INCLUDED_OPEN
-30,-8,0,INCLUDED_OPEN
-30,-8,1,INCLUDED_OPEN
-30,-8,2,INCLUDED_LOWDATA
-30,-7,-3,INCLUDED_LOWDATA
-30,-7,-2,INCLUDED_OPEN
-30,-7,-1,INCLUDED_OPEN
-30,-7,0,INCLUDED_OPEN
-30,-7,1,INCLUDED_OPEN
-30,-7,2,INCLUDED_LOWDATA
-30,-6,-3,INCLUDED_LOWDATA
-30,-6,-2,INCLUDED_OPEN
-30,-6,-1,INCLUDED_OPEN
-30,-6,0,INCLUDED_OPEN
-30,-6,1,INCLUDED_OPEN
-30,-6,2,INCLUDED_LOWDATA
-30,-5,-3,INCLUDED_LOWDATA
-30,-5,-2,INCLUDED_OPEN
-30,-5,-1,INCLUDED_OPEN
-30,-5,0,INCLUDED_OPEN
-30,-5,1,INCLUDED_OPEN
-30,-5,2,INCLUDED_LOWDATA
-30,-4,-3,INCLUDED_LOWDATA
-30,-4,-2,INCLUDED_OPEN
-30,-4,-1,INCLUDED_OPEN
-30,-4,0,INCLUDED_OPEN
-30,-4,1,INCLUDED_OPEN
-30,-4,2,INCLUDED_LOWDATA
-30,-3,-2,INCLUDED_OPEN
-30,-3,-1,INCLUDED_OPEN
-30,-3,0,INCLUDED_OPEN
-30,-2,-2,INCLUDED_OPEN
-30,-2,-1,INCLUDED_OPEN
-30,-2,0,INCLUDED_OPEN
-30,-2,1,INCLUDED_LOWDATA
-30,-2,2,constrained-misc
-30,-2,3,INCLUDED_OPEN
-30,-2,4,INCLUDED_OPEN
-30,-2,5,INCLUDED_OPEN
-30,-2,6,INCLUDED_OPEN
-30,-1,-2,INCLUDED_OPEN
-30,-1,-1,INCLUDED_OPEN
-30,-1,0,INCLUDED_OPEN
-30,-1,1,INCLUDED_OPEN
-30,-1,2,INCLUDED_OPEN
-30,-1,3,INCLUDED_OPEN
-30,-1,4,INCLUDED_OPEN
-30,-1,5,INCLUDED_OPEN
-30,-1,6,INCLUDED_OPEN
-30,-1,7,INCLUDED_OPEN
-30,0,-2,INCLUDED_OPEN
-30,0,-1,INCLUDED_OPEN
-30,0,0,INCLUDED_OPEN
-30,0,1,INCLUDED_OPEN
-30,0,2,INCLUDED_OPEN
-30,0,3,INCLUDED_OPEN
-30,0,4,INCLUDED_OPEN
-30,0,5,INCLUDED_OPEN
-30,0,6,INCLUDED_OPEN
-30,0,7,INCLUDED_OPEN
-30,1,-2,INCLUDED_LOWDATA
-30,1,-1,INCLUDED_OPEN
-30,1,0,INCLUDED_OPEN
-30,1,1,INCLUDED_OPEN
-30,1,2,INCLUDED_OPEN
-30,1,3,INCLUDED_OPEN
-30,1,4,INCLUDED_OPEN
-30,1,5,INCLUDED_OPEN
-30,1,6,INCLUDED_OPEN
-30,1,7,INCLUDED_OPEN
-30,2,-1,INCLUDED_OPEN
-30,2,0,INCLUDED_OPEN
-30,2,1,INCLUDED_OPEN
-30,2,2,INCLUDED_OPEN
-30,2,3,INCLUDED_OPEN
-30,2,4,INCLUDED_OPEN
-30,2,5,INCLUDED_OPEN
-30,2,6,INCLUDED_OPEN
-30,2,7,INCLUDED_OPEN
-30,3,-1,INCLUDED_OPEN
-30,3,0,INCLUDED_OPEN
-30,3,1,INCLUDED_OPEN
-30,3,2,INCLUDED_OPEN
-30,3,3,INCLUDED_OPEN
-30,3,4,INCLUDED_OPEN
-30,3,5,INCLUDED_OPEN
-30,3,6,INCLUDED_OPEN
-30,3,7,INCLUDED_OPEN
-30,4,0,INCLUDED_OPEN
-30,4,1,INCLUDED_OPEN
-30,4,2,INCLUDED_OPEN
-30,4,3,INCLUDED_OPEN
-30,4,4,INCLUDED_OPEN
-30,4,5,INCLUDED_OPEN
-30,4,6,INCLUDED_OPEN
-30,4,7,INCLUDED_OPEN
-30,5,0,INCLUDED_LOWDATA
-30,5,1,INCLUDED_OPEN
-30,5,2,INCLUDED_OPEN
-30,5,3,INCLUDED_OPEN
-30,5,4,INCLUDED_OPEN
-30,5,5,INCLUDED_OPEN
-30,5,6,INCLUDED_OPEN
-30,5,7,INCLUDED_OPEN
-30,6,1,INCLUDED_OPEN
-30,6,2,INCLUDED_OPEN
-30,6,3,INCLUDED_OPEN
-30,6,4,INCLUDED_OPEN
-30,6,5,INCLUDED_OPEN
-30,6,6,INCLUDED_OPEN
-30,6,7,INCLUDED_OPEN
-30,7,1,INCLUDED_OPEN
-30,7,2,INCLUDED_OPEN
-30,7,3,INCLUDED_OPEN
-30,7,4,INCLUDED_OPEN
-30,7,5,INCLUDED_OPEN
-30,7,6,INCLUDED_OPEN
-30,7,7,INCLUDED_OPEN
-30,8,2,INCLUDED_OPEN
-30,8,3,INCLUDED_OPEN
-30,8,4,INCLUDED_OPEN
-30,8,5,INCLUDED_OPEN
-30,8,6,INCLUDED_OPEN
-30,8,7,INCLUDED_OPEN
-30,9,2,INCLUDED_OPEN
-30,9,3,INCLUDED_OPEN
-30,9,4,INCLUDED_OPEN
-30,9,5,INCLUDED_OPEN
-30,9,6,INCLUDED_OPEN
-30,9,7,INCLUDED_OPEN
-30,10,3,INCLUDED_OPEN
-30,10,4,INCLUDED_OPEN
-30,10,5,INCLUDED_OPEN
-30,10,6,INCLUDED_OPEN
-30,10,7,INCLUDED_OPEN
-30,11,3,INCLUDED_OPEN
-30,11,4,INCLUDED_OPEN
-30,11,5,INCLUDED_OPEN
-30,11,6,INCLUDED_OPEN
-30,11,7,INCLUDED_OPEN
-30,12,3,INCLUDED_OPEN
-30,12,4,INCLUDED_OPEN
-30,12,5,INCLUDED_OPEN
-30,12,6,INCLUDED_OPEN
-30,12,7,INCLUDED_OPEN
-30,13,3,INCLUDED_OPEN
-30,13,4,INCLUDED_OPEN
-30,13,5,INCLUDED_OPEN
-30,13,6,INCLUDED_OPEN
-30,13,7,INCLUDED_OPEN
-30,14,3,INCLUDED_OPEN
-30,14,4,INCLUDED_OPEN
-30,14,5,INCLUDED_OPEN
-30,14,6,INCLUDED_OPEN
-30,14,7,INCLUDED_OPEN
-30,15,3,INCLUDED_OPEN
-30,15,4,INCLUDED_OPEN
-30,15,5,INCLUDED_OPEN
-30,15,6,INCLUDED_OPEN
-30,15,7,INCLUDED_OPEN
-30,16,3,INCLUDED_OPEN
-30,16,4,INCLUDED_OPEN
-30,16,5,INCLUDED_OPEN
-30,16,6,INCLUDED_OPEN
-30,16,7,INCLUDED_OPEN
-30,17,3,INCLUDED_OPEN
-30,17,4,INCLUDED_OPEN
-30,17,5,INCLUDED_OPEN
-30,17,6,INCLUDED_OPEN
-30,17,7,INCLUDED_OPEN
-30,18,3,INCLUDED_OPEN
-30,18,4,INCLUDED_OPEN
-30,18,5,INCLUDED_OPEN
-30,18,6,INCLUDED_OPEN
-30,18,7,INCLUDED_OPEN
-30,19,3,INCLUDED_OPEN
-30,19,4,INCLUDED_OPEN
-30,19,5,INCLUDED_OPEN
-30,19,6,INCLUDED_OPEN
-30,19,7,INCLUDED_OPEN
-30,20,3,INCLUDED_OPEN
-30,20,4,INCLUDED_OPEN
-30,20,5,INCLUDED_OPEN
-30,20,6,INCLUDED_OPEN
-30,20,7,INCLUDED_OPEN
-30,21,3,INCLUDED_OPEN
-30,21,4,INCLUDED_OPEN
-30,21,5,INCLUDED_OPEN
-30,21,6,INCLUDED_OPEN
-30,21,7,INCLUDED_OPEN
-30,22,3,INCLUDED_OPEN
-30,22,4,INCLUDED_OPEN
-30,22,5,INCLUDED_OPEN
-30,22,6,INCLUDED_OPEN
-30,22,7,INCLUDED_OPEN
-30,23,3,INCLUDED_OPEN
-30,23,4,INCLUDED_OPEN
-30,23,5,INCLUDED_OPEN
-30,23,6,INCLUDED_OPEN
-30,23,7,INCLUDED_OPEN
-30,24,3,INCLUDED_OPEN
-30,24,4,INCLUDED_OPEN
-30,24,5,INCLUDED_OPEN
-30,24,6,INCLUDED_OPEN
-30,24,7,INCLUDED_OPEN
-30,25,3,INCLUDED_OPEN
-30,25,4,INCLUDED_OPEN
-30,25,5,INCLUDED_OPEN
-30,25,6,INCLUDED_OPEN
-29,-10,-9,INCLUDED_LOWDATA
-29,-10,-3,INCLUDED_LOWDATA
-29,-10,-2,INCLUDED_OPEN
-29,-10,-1,INCLUDED_OPEN
-29,-10,0,INCLUDED_OPEN
-29,-10,1,INCLUDED_OPEN
-29,-10,2,INCLUDED_LOWDATA
-29,-9,-9,INCLUDED_LOWDATA
-29,-9,-3,INCLUDED_LOWDATA
-29,-9,-2,INCLUDED_OPEN
-29,-9,-1,INCLUDED_OPEN
-29,-9,0,INCLUDED_OPEN
-29,-9,1,INCLUDED_OPEN
-29,-9,2,INCLUDED_LOWDATA
-29,-8,-3,INCLUDED_LOWDATA
-29,-8,-2,INCLUDED_OPEN
-29,-8,-1,INCLUDED_OPEN
-29,-8,0,INCLUDED_OPEN
-29,-8,1,INCLUDED_OPEN
-29,-8,2,INCLUDED_LOWDATA
-29,-7,-3,INCLUDED_LOWDATA
-29,-7,-2,INCLUDED_OPEN
-29,-7,-1,INCLUDED_OPEN
-29,-7,0,INCLUDED_OPEN
-29,-7,1,INCLUDED_OPEN
-29,-7,2,INCLUDED_LOWDATA
-29,-6,-3,INCLUDED_LOWDATA
-29,-6,-2,INCLUDED_OPEN
-29,-6,-1,INCLUDED_OPEN
-29,-6,0,INCLUDED_OPEN
-29,-6,1,INCLUDED_OPEN
-29,-6,2,INCLUDED_LOWDATA
-29,-5,-3,INCLUDED_LOWDATA
-29,-5,-2,INCLUDED_OPEN
-29,-5,-1,INCLUDED_OPEN
-29,-5,0,INCLUDED_OPEN
-29,-5,1,INCLUDED_OPEN
-29,-5,2,INCLUDED_LOWDATA
-29,-4,-3,INCLUDED_LOWDATA
-29,-4,-2,INCLUDED_OPEN
-29,-4,-1,INCLUDED_OPEN
-29,-4,0,INCLUDED_OPEN
-29,-4,1,INCLUDED_OPEN
-29,-4,2,INCLUDED_LOWDATA
-29,-3,-3,INCLUDED_LOWDATA
-29,-3,-2,INCLUDED_OPEN
-29,-3,-1,INCLUDED_OPEN
-29,-3,0,INCLUDED_OPEN
-29,-3,1,INCLUDED_LOWDATA
-29,-2,-2,INCLUDED_OPEN
-29,-2,-1,INCLUDED_OPEN
-29,-2,0,INCLUDED_OPEN
-29,-2,2,constrained-misc
-29,-2,3,INCLUDED_OPEN
-29,-2,4,INCLUDED_OPEN
-29,-2,5,INCLUDED_OPEN
-29,-2,6,INCLUDED_OPEN
-29,-2,7,INCLUDED_LOWDATA
-29,-1,-2,INCLUDED_OPEN
-29,-1,-1,INCLUDED_OPEN
-29,-1,0,INCLUDED_OPEN
-29,-1,1,INCLUDED_OPEN
-29,-1,2,INCLUDED_OPEN
-29,-1,3,INCLUDED_OPEN
-29,-1,4,INCLUDED_OPEN
-29,-1,5,INCLUDED_OPEN
-29,-1,6,INCLUDED_OPEN
-29,-1,7,INCLUDED_OPEN
-29,0,-2,INCLUDED_OPEN
-29,0,-1,INCLUDED_OPEN
-29,0,0,INCLUDED_OPEN
-29,0,1,INCLUDED_OPEN
-29,0,2,INCLUDED_OPEN
-29,0,3,INCLUDED_OPEN
-29,0,4,INCLUDED_OPEN
-29,0,5,INCLUDED_OPEN
-29,0,6,INCLUDED_OPEN
-29,0,7,INCLUDED_OPEN
-29,1,-2,INCLUDED_LOWDATA
-29,1,-1,INCLUDED_OPEN
-29,1,0,INCLUDED_OPEN
-29,1,1,INCLUDED_OPEN
-29,1,2,INCLUDED_OPEN
-29,1,3,INCLUDED_OPEN
-29,1,4,INCLUDED_OPEN
-29,1,5,INCLUDED_OPEN
-29,1,6,INCLUDED_OPEN
-29,1,7,INCLUDED_OPEN
-29,2,-1,INCLUDED_OPEN
-29,2,0,INCLUDED_OPEN
-29,2,1,INCLUDED_OPEN
-29,2,2,INCLUDED_OPEN
-29,2,3,INCLUDED_OPEN
-29,2,4,INCLUDED_OPEN
-29,2,5,INCLUDED_OPEN
-29,2,6,INCLUDED_OPEN
-29,2,7,INCLUDED_OPEN
-29,3,-1,INCLUDED_OPEN
-29,3,0,INCLUDED_OPEN
-29,3,1,INCLUDED_OPEN
-29,3,2,INCLUDED_OPEN
-29,3,3,INCLUDED_OPEN
-29,3,4,INCLUDED_OPEN
-29,3,5,INCLUDED_OPEN
-29,3,6,INCLUDED_OPEN
-29,3,7,INCLUDED_OPEN
-29,4,0,INCLUDED_OPEN
-29,4,1,INCLUDED_OPEN
-29,4,2,INCLUDED_OPEN
-29,4,3,INCLUDED_OPEN
-29,4,4,INCLUDED_OPEN
-29,4,5,INCLUDED_OPEN
-29,4,6,INCLUDED_OPEN
-29,4,7,INCLUDED_OPEN
-29,5,0,INCLUDED_LOWDATA
-29,5,1,INCLUDED_OPEN
-29,5,2,INCLUDED_OPEN
-29,5,3,INCLUDED_OPEN
-29,5,4,INCLUDED_OPEN
-29,5,5,INCLUDED_OPEN
-29,5,6,INCLUDED_OPEN
-29,5,7,INCLUDED_OPEN
-29,6,1,INCLUDED_OPEN
-29,6,2,INCLUDED_OPEN
-29,6,3,INCLUDED_OPEN
-29,6,4,INCLUDED_OPEN
-29,6,5,INCLUDED_OPEN
-29,6,6,INCLUDED_OPEN
-29,6,7,INCLUDED_OPEN
-29,7,1,INCLUDED_OPEN
-29,7,2,INCLUDED_OPEN
-29,7,3,INCLUDED_OPEN
-29,7,4,INCLUDED_OPEN
-29,7,5,INCLUDED_OPEN
-29,7,6,INCLUDED_OPEN
-29,7,7,INCLUDED_OPEN
-29,8,2,INCLUDED_OPEN
-29,8,3,INCLUDED_OPEN
-29,8,4,INCLUDED_OPEN
-29,8,5,INCLUDED_OPEN
-29,8,6,INCLUDED_OPEN
-29,8,7,INCLUDED_OPEN
-29,9,2,INCLUDED_LOWDATA
-29,9,3,INCLUDED_OPEN
-29,9,4,INCLUDED_OPEN
-29,9,5,INCLUDED_OPEN
-29,9,6,INCLUDED_OPEN
-29,9,7,INCLUDED_OPEN
-29,10,3,INCLUDED_OPEN
-29,10,4,INCLUDED_OPEN
-29,10,5,INCLUDED_OPEN
-29,10,6,INCLUDED_OPEN
-29,10,7,INCLUDED_OPEN
-29,11,3,INCLUDED_OPEN
-29,11,4,INCLUDED_OPEN
-29,11,5,INCLUDED_OPEN
-29,11,6,INCLUDED_OPEN
-29,11,7,INCLUDED_OPEN
-29,12,3,INCLUDED_OPEN
-29,12,4,INCLUDED_OPEN
-29,12,5,INCLUDED_OPEN
-29,12,6,INCLUDED_OPEN
-29,12,7,INCLUDED_OPEN
-29,13,3,INCLUDED_OPEN
-29,13,4,INCLUDED_OPEN
-29,13,5,INCLUDED_OPEN
-29,13,6,INCLUDED_OPEN
-29,13,7,INCLUDED_OPEN
-29,14,3,INCLUDED_OPEN
-29,14,4,INCLUDED_OPEN
-29,14,5,INCLUDED_OPEN
-29,14,6,INCLUDED_OPEN
-29,14,7,INCLUDED_OPEN
-29,15,3,INCLUDED_OPEN
-29,15,4,INCLUDED_OPEN
-29,15,5,INCLUDED_OPEN
-29,15,6,INCLUDED_OPEN
-29,15,7,INCLUDED_OPEN
-29,16,3,INCLUDED_OPEN
-29,16,4,INCLUDED_OPEN
-29,16,5,INCLUDED_OPEN
-29,16,6,INCLUDED_OPEN
-29,16,7,INCLUDED_OPEN
-29,17,3,INCLUDED_OPEN
-29,17,4,INCLUDED_OPEN
-29,17,5,INCLUDED_OPEN
-29,17,6,INCLUDED_OPEN
-29,17,7,INCLUDED_OPEN
-29,18,3,INCLUDED_OPEN
-29,18,4,INCLUDED_OPEN
-29,18,5,INCLUDED_OPEN
-29,18,6,INCLUDED_OPEN
-29,18,7,INCLUDED_OPEN
-29,19,3,INCLUDED_OPEN
-29,19,4,INCLUDED_OPEN
-29,19,5,INCLUDED_OPEN
-29,19,6,INCLUDED_OPEN
-29,19,7,INCLUDED_OPEN
-29,20,3,INCLUDED_OPEN
-29,20,4,INCLUDED_OPEN
-29,20,5,INCLUDED_OPEN
-29,20,6,INCLUDED_OPEN
-29,20,7,INCLUDED_OPEN
-29,21,3,INCLUDED_OPEN
-29,21,4,INCLUDED_OPEN
-29,21,5,INCLUDED_OPEN
-29,21,6,INCLUDED_OPEN
-29,21,7,INCLUDED_OPEN
-29,22,3,INCLUDED_OPEN
-29,22,4,INCLUDED_OPEN
-29,22,5,INCLUDED_OPEN
-29,22,6,INCLUDED_OPEN
-29,22,7,INCLUDED_OPEN
-29,23,3,INCLUDED_OPEN
-29,23,4,INCLUDED_OPEN
-29,23,5,INCLUDED_OPEN
-29,23,6,INCLUDED_OPEN
-29,23,7,INCLUDED_OPEN
-29,24,3,INCLUDED_OPEN
-29,24,4,INCLUDED_OPEN
-29,24,5,INCLUDED_OPEN
-29,24,6,INCLUDED_OPEN
-29,24,7,INCLUDED_OPEN
-29,25,3,INCLUDED_OPEN
-29,25,4,INCLUDED_OPEN
-29,25,5,INCLUDED_OPEN
-29,25,6,INCLUDED_OPEN
-29,25,7,INCLUDED_OPEN
-29,26,3,INCLUDED_OPEN
-29,26,4,INCLUDED_OPEN
-29,26,5,INCLUDED_OPEN
-29,26,6,INCLUDED_OPEN
-29,26,7,INCLUDED_LOWDATA
-28,-10,-3,INCLUDED_LOWDATA
-28,-10,-2,INCLUDED_OPEN
-28,-10,-1,INCLUDED_OPEN
-28,-10,0,INCLUDED_OPEN
-28,-10,1,INCLUDED_OPEN
-28,-10,2,INCLUDED_LOWDATA
-28,-9,-3,INCLUDED_LOWDATA
-28,-9,-2,INCLUDED_OPEN
-28,-9,-1,INCLUDED_OPEN
-28,-9,0,INCLUDED_OPEN
-28,-9,1,INCLUDED_OPEN
-28,-9,2,INCLUDED_LOWDATA
-28,-8,-9,INCLUDED_LOWDATA
-28,-8,-7,INCLUDED_LOWDATA
-28,-8,-3,INCLUDED_LOWDATA
-28,-8,-2,constrained-misc
-28,-8,-1,INCLUDED_OPEN
-28,-8,0,INCLUDED_OPEN
-28,-8,1,INCLUDED_OPEN
-28,-8,2,INCLUDED_LOWDATA
-28,-8,3,INCLUDED_LOWDATA
-28,-7,-2,INCLUDED_OPEN
-28,-7,-1,INCLUDED_OPEN
-28,-7,0,INCLUDED_OPEN
-28,-7,1,INCLUDED_OPEN
-28,-7,2,INCLUDED_LOWDATA
-28,-7,3,INCLUDED_LOWDATA
-28,-6,-2,INCLUDED_OPEN
-28,-6,-1,INCLUDED_OPEN
-28,-6,0,INCLUDED_OPEN
-28,-6,1,INCLUDED_OPEN
-28,-6,2,INCLUDED_LOWDATA
-28,-5,-3,INCLUDED_LOWDATA
-28,-5,-2,INCLUDED_OPEN
-28,-5,-1,INCLUDED_OPEN
-28,-5,0,INCLUDED_OPEN
-28,-5,1,INCLUDED_OPEN
-28,-5,2,INCLUDED_LOWDATA
-28,-4,-3,INCLUDED_LOWDATA
-28,-4,-2,INCLUDED_OPEN
-28,-4,-1,INCLUDED_OPEN
-28,-4,0,INCLUDED_OPEN
-28,-4,1,INCLUDED_OPEN
-28,-4,2,INCLUDED_LOWDATA
-28,-3,-3,INCLUDED_LOWDATA
-28,-3,-2,INCLUDED_OPEN
-28,-3,-1,INCLUDED_OPEN
-28,-3,0,INCLUDED_OPEN
-28,-3,1,INCLUDED_LOWDATA
-28,-2,-2,INCLUDED_OPEN
-28,-2,-1,INCLUDED_OPEN
-28,-2,0,INCLUDED_OPEN
-28,-2,1,INCLUDED_LOWDATA
-28,-2,2,constrained-misc
-28,-2,3,INCLUDED_OPEN
-28,-2,4,INCLUDED_OPEN
-28,-2,5,INCLUDED_OPEN
-28,-2,6,INCLUDED_OPEN
-28,-2,7,INCLUDED_LOWDATA
-28,-1,-2,INCLUDED_OPEN
-28,-1,-1,INCLUDED_OPEN
-28,-1,0,INCLUDED_OPEN
-28,-1,1,INCLUDED_OPEN
-28,-1,2,INCLUDED_OPEN
-28,-1,3,INCLUDED_OPEN
-28,-1,4,INCLUDED_OPEN
-28,-1,5,INCLUDED_OPEN
-28,-1,6,INCLUDED_OPEN
-28,-1,7,INCLUDED_OPEN
-28,0,-2,INCLUDED_OPEN
-28,0,-1,INCLUDED_OPEN
-28,0,0,INCLUDED_OPEN
-28,0,1,INCLUDED_OPEN
-28,0,2,INCLUDED_OPEN
-28,0,3,INCLUDED_OPEN
-28,0,4,INCLUDED_OPEN
-28,0,5,INCLUDED_OPEN
-28,0,6,INCLUDED_OPEN
-28,0,7,INCLUDED_OPEN
-28,1,-2,INCLUDED_OPEN
-28,1,-1,INCLUDED_OPEN
-28,1,0,INCLUDED_OPEN
-28,1,1,INCLUDED_OPEN
-28,1,2,INCLUDED_OPEN
-28,1,3,INCLUDED_OPEN
-28,1,4,INCLUDED_OPEN
-28,1,5,INCLUDED_OPEN
-28,1,6,INCLUDED_OPEN
-28,1,7,INCLUDED_OPEN
-28,2,-2,INCLUDED_LOWDATA
-28,2,-1,INCLUDED_OPEN
